Name,Country,Age,Gender,Account_Creation_Year,Minutes_Spent
Kristin Ortiz,Egypt,62,Female,2010,305
Daniel Myers,Faroe Islands,59,Female,2017,379
Brandon Morgan,Bulgaria,60,Male,2014,7
Kenneth Moran,Liechtenstein,59,Male,2015,456
Christopher Church,Cocos (Keeling) Islands,62,Non-binary,2023,112
Nicole Perkins,South Africa,46,Male,2011,100
Christopher Tanner,Bangladesh,51,Non-binary,2019,15
Abigail Drake,Chad,22,Male,2010,438
Angel Khan,Kuwait,44,Male,2017,200
Michele Pierce,Lebanon,28,Male,2010,220
Brian Hernandez,Montenegro,40,Male,2016,426
Amy Park,Mexico,34,Female,2022,167
Brittney Colon,United States of America,59,Non-binary,2015,75
George Villa,Thailand,30,Non-binary,2018,203
Alyssa Lopez,Palau,25,Male,2021,239
Karen Kane,Svalbard & Jan Mayen Islands,18,Non-binary,2023,112
Gabriela Edwards,Christmas Island,13,Non-binary,2021,122
Emily Butler DVM,Morocco,58,Non-binary,2015,105
Gregory Andrade,Cameroon,32,Non-binary,2020,47
Colleen Humphrey,French Guiana,35,Male,2017,136
Melissa Gilmore,Dominican Republic,41,Female,2019,188
Mary Krause,French Southern Territories,15,Non-binary,2011,345
Willie Campbell,Bolivia,34,Female,2016,398
Jacob Gomez,Zimbabwe,46,Non-binary,2023,34
Lisa Riley,Sierra Leone,26,Male,2013,114
Anthony Young,Malaysia,24,Male,2017,153
Kathy Chavez,Benin,45,Female,2013,331
Breanna Jones,Monaco,41,Non-binary,2020,23
Jonathan Macias,Papua New Guinea,49,Female,2011,399
Lisa Mccarthy,Jersey,13,Non-binary,2014,289
Michael Dean,Jersey,65,Female,2019,282
Ana Davis,Andorra,18,Non-binary,2015,37
Steven Watkins,Mexico,63,Female,2013,127
David Brown,Wallis and Futuna,35,Non-binary,2022,476
Aaron Williams MD,Slovenia,45,Male,2018,466
Stephanie Mclean,Ethiopia,14,Female,2015,85
Matthew Gilbert,Zambia,58,Female,2016,353
Gerald Flowers,Saint Kitts and Nevis,61,Male,2022,92
Mark Ellis,Norway,47,Non-binary,2011,212
Jillian Anderson,Dominican Republic,57,Female,2010,483
Lucas Lopez,Haiti,61,Male,2018,55
Alexis Cole,United States Virgin Islands,43,Male,2021,154
Eric Moore,Romania,55,Non-binary,2011,261
Brent Powers Jr.,Botswana,44,Female,2011,444
Darlene Lee,Benin,18,Female,2019,147
Amanda Harvey,Congo,46,Male,2020,188
Debbie Evans,Russian Federation,42,Non-binary,2012,493
Anthony Rodriguez,Moldova,18,Female,2011,222
Corey French,Iran,22,Female,2012,106
Cindy Gonzalez,Mauritania,23,Female,2019,381
Tracy Porter,Lebanon,61,Male,2019,210
Michael Erickson,Belgium,25,Female,2017,357
Heather Brown,Morocco,47,Female,2016,22
Jeremiah Mccormick,Venezuela,31,Male,2010,159
Tracy Hubbard,Iraq,65,Non-binary,2019,485
Jose Ray,Georgia,56,Female,2021,156
James Randall,Thailand,59,Female,2021,446
Allison Anderson,Puerto Rico,61,Non-binary,2020,80
Angela Murray,Korea,55,Male,2010,349
David Tran,Swaziland,17,Male,2019,179
Danny Vasquez,Tanzania,51,Female,2022,309
Alexandra Duncan,Armenia,43,Non-binary,2010,232
Brandon Lam,Aruba,54,Male,2020,283
Courtney Lewis,Belize,54,Male,2012,82
Scott Palmer,Cote d'Ivoire,59,Male,2016,130
Heidi Richards,Nicaragua,32,Non-binary,2010,53
Terry Ramos,Luxembourg,15,Non-binary,2016,128
Lisa Swanson,Heard Island and McDonald Islands,21,Non-binary,2022,309
Joann Rios,Greenland,45,Non-binary,2017,314
James Ray,Zimbabwe,51,Female,2023,138
Kara Roman,Iceland,13,Female,2010,300
Matthew Miller,French Southern Territories,29,Male,2016,32
Melody Walker,Holy See (Vatican City State),37,Non-binary,2015,115
Michelle Barajas,Dominica,47,Non-binary,2016,442
Raymond Williams,Guyana,21,Female,2012,7
Alison Hall,Uzbekistan,30,Female,2019,53
John Kaufman,Spain,43,Non-binary,2012,59
Michelle Wiley,Bahrain,41,Female,2018,371
Raymond Perez,Jersey,26,Female,2022,435
Justin Blackwell,United States Minor Outlying Islands,32,Non-binary,2020,355
Mr. George Wilson,Suriname,54,Male,2020,354
Maureen Clayton,Isle of Man,20,Female,2021,25
Amy Chang,Saint Kitts and Nevis,13,Male,2012,401
Marcus Thompson,French Southern Territories,19,Non-binary,2014,329
David Wu,Germany,46,Female,2021,199
Jonathan Myers,Namibia,24,Male,2014,193
Donna Rich,Estonia,38,Male,2021,494
Pamela Carroll MD,United States of America,18,Female,2010,52
Charles Buck,Venezuela,39,Non-binary,2014,451
William Douglas,Malta,51,Female,2023,189
Angela Adams DDS,Hong Kong,49,Female,2023,101
Katherine Fisher,Kazakhstan,28,Non-binary,2022,426
Gabriel Robinson,Congo,45,Male,2016,202
James Hogan,Sweden,37,Male,2012,97
Gary Kane,Kazakhstan,21,Non-binary,2012,485
Breanna Parrish,Colombia,29,Female,2010,26
Miss Jordan Hooper,Kenya,31,Male,2013,250
Diane Norman,Senegal,36,Non-binary,2023,475
Roger Sanchez,Palestinian Territory,65,Non-binary,2012,205
Amy Griffin,Philippines,34,Non-binary,2012,410
Deborah Pacheco,Trinidad and Tobago,27,Non-binary,2020,54
Ronald Allen,Bouvet Island (Bouvetoya),40,Female,2015,160
David Bowen,Venezuela,45,Male,2021,407
Cheryl Fisher,Suriname,50,Male,2021,181
Jorge Weaver,Somalia,17,Male,2014,192
Carla Douglas DDS,Egypt,29,Male,2021,99
Ryan Garcia,Vietnam,61,Female,2022,267
Eric Mclaughlin,Saint Barthelemy,41,Male,2010,96
Gerald Hall,Thailand,49,Non-binary,2022,351
Morgan Harrell,Sri Lanka,56,Male,2010,19
Melissa Munoz,Faroe Islands,23,Female,2016,304
Jennifer Baker,Seychelles,23,Male,2021,144
Tommy Walker,United Kingdom,13,Female,2022,82
Christina Osborne,Cayman Islands,65,Male,2011,37
Brian Dunn,Burkina Faso,37,Male,2017,411
Molly Christian,Cyprus,57,Male,2011,122
Megan Lee,Papua New Guinea,38,Female,2020,206
Tyler Rodriguez,Svalbard & Jan Mayen Islands,37,Non-binary,2015,72
Deborah Smith,Bahrain,25,Non-binary,2023,460
Francis Curry,Samoa,42,Male,2014,166
John Villa,Cape Verde,48,Male,2020,340
Dylan Jackson,Honduras,19,Non-binary,2014,136
Patricia Cummings,Fiji,42,Non-binary,2018,360
Michael Roberts,Ghana,22,Non-binary,2015,364
Erica Wilson,Liberia,44,Non-binary,2015,223
Emma Clark,Benin,51,Female,2023,118
Eric Booker,Cocos (Keeling) Islands,36,Male,2016,466
John Jones,Senegal,60,Non-binary,2012,138
Michelle Mccarthy,Fiji,14,Female,2023,337
John Carter,Swaziland,32,Female,2022,458
Brandon Bradley,Congo,21,Female,2011,257
Susan Palmer,Pitcairn Islands,44,Female,2010,401
Kevin Smith,Panama,28,Female,2012,311
Ariel Morrison,Belgium,31,Non-binary,2010,317
Andrew Garcia,Mozambique,30,Male,2017,199
Natasha Jackson,Libyan Arab Jamahiriya,35,Male,2020,250
Jennifer Alvarez,Greenland,53,Non-binary,2020,132
Eric Wallace,Cook Islands,41,Female,2010,335
Trevor Baker,France,63,Non-binary,2016,459
Jessica Harris,Saint Barthelemy,39,Male,2022,154
Linda Solis,Romania,24,Female,2023,363
Tim Petty,Australia,61,Non-binary,2023,6
Kari Carlson,Luxembourg,40,Female,2023,104
John Bell,Honduras,60,Non-binary,2013,342
Mr. David Skinner Jr.,French Southern Territories,47,Male,2021,404
Olivia Bauer,Trinidad and Tobago,39,Male,2010,239
Bradley Griffin,Guernsey,56,Male,2016,382
Amy Roberts,Isle of Man,43,Non-binary,2012,498
Taylor Mueller,Tonga,50,Female,2012,196
Dustin Jackson,Estonia,29,Non-binary,2023,393
Jack Peters,Somalia,65,Non-binary,2019,296
Jeffrey Rodriguez,Uganda,21,Female,2012,271
William Wolf,Bangladesh,33,Male,2010,406
Raymond Oconnell,France,40,Non-binary,2013,338
Misty Smith,Bhutan,24,Female,2015,165
Gregory Bond,Saudi Arabia,26,Non-binary,2013,293
Kelly Reeves,Guam,34,Female,2017,172
Jeremy Jackson,Portugal,50,Male,2017,263
Paul Gardner,Cameroon,26,Non-binary,2019,215
Cole Fowler,Cyprus,44,Female,2018,78
Kathleen Mcclure,Mongolia,51,Non-binary,2012,2
Rachel Davis,Mongolia,13,Male,2012,496
Joseph Edwards,Paraguay,46,Female,2020,199
Brandon Robinson,Korea,31,Male,2020,75
Jared Salas,Ghana,14,Male,2016,270
Tyler Alvarez,Uruguay,18,Female,2016,163
Bobby Perry,Fiji,37,Non-binary,2013,24
Kelly Hall,Bosnia and Herzegovina,63,Non-binary,2012,189
William Henry,Tunisia,37,Male,2019,193
Brendan Parks,Australia,43,Female,2012,200
Alexander Lopez,Panama,42,Male,2022,205
Louis Lopez,Niger,54,Non-binary,2016,226
Jeremy Garrett,Pakistan,34,Male,2015,359
Stephanie Hernandez,Somalia,36,Male,2018,175
Juan Garza,China,37,Female,2012,468
Carol Murphy,Lithuania,13,Female,2011,37
David Fisher,Madagascar,21,Male,2023,301
William Rogers,Jersey,30,Non-binary,2013,297
Kimberly Wood,Nicaragua,17,Male,2018,311
Eugene Kim,Togo,13,Non-binary,2014,223
Dr. Angelica Cook,Belgium,64,Male,2010,392
Daniel Baker,Jersey,44,Non-binary,2017,165
Malik Morrison,Togo,34,Non-binary,2010,407
Linda Hernandez,Cote d'Ivoire,56,Non-binary,2023,461
James Tyler,Montserrat,25,Male,2023,253
Elizabeth Rivera,Bhutan,23,Non-binary,2013,195
Scott Browning,Serbia,55,Female,2017,336
Charles Kelly,Samoa,56,Non-binary,2021,324
Brenda Morgan,Germany,37,Non-binary,2012,3
Mr. James Adams,Bahamas,21,Non-binary,2010,472
Peter Palmer,Myanmar,25,Male,2016,281
Melissa Chase,Comoros,62,Male,2020,190
Tom Knapp,Suriname,18,Female,2023,496
George Hartman,Sri Lanka,34,Male,2012,478
Nathan Ramirez,Cuba,37,Non-binary,2019,51
Lauren Higgins,Jordan,31,Male,2022,448
Megan Pierce,Slovakia (Slovak Republic),48,Female,2017,134
Joseph Sutton,Montenegro,32,Non-binary,2020,382
Candice Alvarez,Pitcairn Islands,20,Non-binary,2011,328
Meagan Clark,Solomon Islands,60,Male,2020,196
David Gray,Somalia,49,Non-binary,2013,270
Julie Mendoza,Nigeria,60,Non-binary,2013,209
Kelly Smith,Norfolk Island,52,Male,2021,255
Nicole Neal,El Salvador,51,Male,2015,80
Shaun Wilson,Angola,53,Male,2021,248
Nina Rodriguez,Congo,56,Male,2010,212
Veronica Sweeney,Algeria,38,Non-binary,2015,420
Heather Black MD,Kyrgyz Republic,13,Male,2021,436
Cynthia Hendricks,Nigeria,34,Non-binary,2023,145
Joshua Mathis,Cook Islands,27,Non-binary,2015,451
Marcus Munoz,Malaysia,44,Non-binary,2023,414
Mark Montgomery,Brazil,34,Male,2017,447
Maria Moore,Guam,13,Female,2019,415
Melinda Hall,Brunei Darussalam,60,Non-binary,2018,399
Janice Farmer,Indonesia,25,Male,2021,178
James Coleman,Honduras,17,Non-binary,2017,486
Jennifer Fitzgerald,Wallis and Futuna,13,Non-binary,2020,28
Isaac Cameron,Sao Tome and Principe,38,Non-binary,2015,82
Lauren Bowman,Bulgaria,52,Female,2020,228
Cynthia Wilson,Indonesia,51,Female,2014,330
Nicholas Williams,Greenland,46,Female,2017,269
Dustin Jackson,Tonga,46,Female,2013,279
Kelsey Mays,United States Virgin Islands,23,Non-binary,2018,324
Christopher Valdez,Afghanistan,52,Non-binary,2017,128
Crystal Middleton,Indonesia,37,Male,2018,130
Wendy White,Malawi,41,Male,2016,394
Danny Edwards,Croatia,31,Non-binary,2019,291
Brian Mccormick,Mayotte,44,Male,2015,448
Lisa Deleon,Belize,38,Female,2021,161
Heather Smith,Cook Islands,20,Female,2019,70
Matthew Ramos,India,30,Female,2022,280
Scott Williams,Guernsey,27,Female,2017,191
Ann Hammond,Yemen,61,Female,2017,337
Brandon Gregory,Equatorial Guinea,37,Non-binary,2013,30
Robert Farrell,Albania,60,Male,2016,144
Shannon Wells,Saint Martin,44,Female,2021,327
Matthew Evans,Tokelau,29,Non-binary,2021,143
Joshua Reynolds,Bouvet Island (Bouvetoya),57,Female,2021,387
Gerald Jackson,Cape Verde,14,Female,2013,106
Ashley Hill,Timor-Leste,43,Male,2012,55
Dominique Walker,Liechtenstein,37,Female,2019,75
Krista Reyes,Tuvalu,56,Female,2018,17
Billy Dillon,Israel,42,Female,2022,417
Kristi Walter,Venezuela,65,Female,2023,168
Michelle Clark,Kazakhstan,36,Non-binary,2023,124
Andrew Grant,Puerto Rico,51,Female,2021,128
Eric Lopez,United States Virgin Islands,36,Male,2012,140
Rebecca Wilkinson,Gibraltar,51,Male,2017,500
Hayley Hurst,Mali,50,Non-binary,2010,134
Megan James,Czech Republic,65,Female,2018,184
Jessica Williams,Cape Verde,23,Non-binary,2012,316
Alexis Oneill,Ukraine,49,Non-binary,2013,459
Russell Fuller,Latvia,51,Male,2010,23
Alison Nelson,Iraq,17,Female,2016,125
Melinda Smith,Guadeloupe,45,Male,2012,21
Lauren Gutierrez,Saint Pierre and Miquelon,13,Non-binary,2016,159
Todd Michael,Chad,27,Male,2022,111
Mark Campbell,Namibia,56,Male,2014,255
Timothy Morris,Malawi,33,Non-binary,2016,437
Gary Cobb,Canada,20,Female,2017,417
David Berg,Fiji,45,Male,2017,106
Christopher Walter,Pitcairn Islands,16,Female,2016,480
Mary Burns,Slovenia,13,Non-binary,2018,154
Bianca Long,Central African Republic,58,Male,2017,241
Rhonda Molina,Malta,51,Male,2020,205
Robert Massey,Saint Lucia,26,Female,2021,248
Clayton Phillips,Colombia,13,Female,2012,55
Jamie Wright,Austria,25,Female,2015,223
Rebekah Santos,Sri Lanka,52,Male,2022,468
Julie Yates,Liberia,34,Male,2019,12
John Price,Jersey,65,Female,2017,286
Diane Smith,Gambia,26,Non-binary,2018,286
Victoria Payne,Hungary,62,Female,2021,444
Joseph Ford,Haiti,50,Non-binary,2015,241
Donna Gonzales DDS,Australia,48,Female,2022,252
Pamela Hall,Andorra,64,Male,2012,235
Duane Ware,Heard Island and McDonald Islands,19,Male,2018,35
Rachel Bennett,Denmark,54,Female,2014,402
Michael Garrett,Congo,29,Female,2019,347
Derek Burke,Sudan,40,Female,2018,410
Donald Chapman,Russian Federation,18,Female,2012,106
Stacie Terrell,Tunisia,19,Non-binary,2021,83
Michael Barrett,Holy See (Vatican City State),57,Female,2022,240
Debra Alexander,Mali,15,Male,2020,25
Robert Harrell,Niue,42,Male,2022,48
Stephen Kane,Austria,64,Female,2018,297
Andrew Gibson,Guernsey,17,Non-binary,2013,129
George Kane,Belarus,55,Non-binary,2018,328
Jonathan Clark,Congo,22,Non-binary,2017,204
Andrew Miller,Niue,50,Non-binary,2021,42
Maria Pham,Heard Island and McDonald Islands,15,Female,2016,483
Carlos Torres,United Kingdom,23,Male,2019,47
Timothy Martin,Cuba,33,Non-binary,2014,139
Deborah Ayala,Brazil,13,Non-binary,2021,274
Stephanie Hamilton,Macao,50,Female,2010,315
Erin Beck,Saint Barthelemy,40,Non-binary,2023,85
Michelle Walters,Qatar,26,Non-binary,2016,211
Mariah Perkins,Anguilla,58,Non-binary,2019,496
Katrina Mccoy,Paraguay,22,Male,2013,112
Rachel Hall,Eritrea,32,Female,2016,392
Claire Thomas,Taiwan,34,Non-binary,2014,8
Robert Garcia,Afghanistan,31,Female,2020,33
Leslie Mendez,Sudan,57,Male,2015,335
Erik Hartman,Aruba,19,Non-binary,2016,108
Richard Jackson,Guadeloupe,23,Non-binary,2019,177
Miguel Williams,Turkey,15,Male,2018,374
Kevin Williams,British Virgin Islands,13,Female,2022,314
Casey Grant,France,27,Female,2014,252
Regina Shaw,Montenegro,50,Male,2019,131
Alexis Rose,Syrian Arab Republic,25,Female,2016,231
Keith Burnett,Angola,41,Female,2010,267
Chelsea Perez,Uruguay,21,Female,2020,330
Amber Hendricks,Bangladesh,48,Male,2019,134
Angelica Hernandez,Togo,52,Female,2015,451
Amanda Perry,Iran,53,Male,2012,74
Carl Chavez,Congo,38,Female,2014,78
Becky Mitchell,United States Virgin Islands,16,Female,2011,2
Kevin Duke,Korea,54,Non-binary,2015,437
Laura Bonilla,Bhutan,17,Female,2023,200
Victoria Guzman,Togo,33,Male,2021,495
Margaret Drake,Burkina Faso,43,Female,2010,19
Virginia Wright,Jamaica,48,Non-binary,2022,10
Carol Molina DDS,Gibraltar,54,Female,2015,67
Michael Barr,Italy,40,Female,2018,18
Veronica Andrews,Norfolk Island,64,Male,2010,452
Stephanie Hall,Mauritania,16,Male,2017,302
Anthony Powell,American Samoa,26,Male,2010,223
Andrew Carr,Cuba,29,Male,2014,476
Shannon Chavez,Palestinian Territory,53,Male,2015,422
Chad Walker,Georgia,19,Female,2019,413
Barry Smith,Cote d'Ivoire,36,Male,2020,306
Michelle Hogan,Sierra Leone,57,Non-binary,2017,264
Todd Whitaker,Cayman Islands,51,Non-binary,2016,36
Annette Cook,Cuba,45,Non-binary,2012,334
Mark Thompson,Aruba,55,Male,2022,175
Sandra Robbins,Oman,17,Non-binary,2018,335
Nicole Cherry,Benin,50,Male,2011,307
Kevin Watts,Uganda,36,Male,2011,35
Colleen Wright,Svalbard & Jan Mayen Islands,20,Female,2013,121
Heather Cook,Guinea,27,Female,2011,79
Mrs. Karla Cunningham MD,Iceland,27,Female,2022,399
Joan Oconnor,Tonga,65,Male,2019,465
Jeffrey Brown,Brazil,55,Non-binary,2010,151
Joy Fernandez,Iran,40,Female,2013,442
Ronald Byrd,France,47,Female,2011,206
Tracy Ross,Jersey,54,Non-binary,2011,296
Wendy Mata,Switzerland,17,Female,2022,139
Jimmy Johnson,Iran,27,Male,2018,105
Christopher Hoover,Gambia,29,Non-binary,2021,257
Jessica Harmon,Equatorial Guinea,14,Female,2015,490
Matthew Shaw,Latvia,49,Female,2016,199
Adam Carroll,Chad,49,Non-binary,2010,474
Ronald King,Philippines,35,Female,2020,350
Natasha Gallegos,Antigua and Barbuda,27,Non-binary,2017,312
Michael Richards,Costa Rica,38,Female,2020,118
April Woods,South Africa,22,Female,2022,251
Austin Marshall,French Guiana,29,Female,2022,302
Jared Stephens,Belarus,38,Male,2016,90
Andrew Sanchez,Lebanon,20,Male,2017,420
Richard Young,Holy See (Vatican City State),40,Male,2019,44
Jaclyn Pope,Cameroon,18,Male,2023,303
Lindsey Rodriguez,British Virgin Islands,22,Non-binary,2022,317
Renee Brown,Romania,38,Non-binary,2016,173
Andrea Rosario,Iraq,21,Male,2017,10
Crystal Morales,Haiti,23,Non-binary,2016,488
Eric Fry,Turkey,58,Female,2011,159
Scott Kelly,Estonia,26,Female,2015,220
Eric Gill,Afghanistan,63,Female,2016,70
Melissa Harris,China,17,Non-binary,2016,239
John Yoder,Tokelau,19,Non-binary,2014,87
Veronica Golden,Saint Vincent and the Grenadines,45,Non-binary,2014,435
Andrew Johnson,Cambodia,23,Female,2022,456
William Watkins,Liechtenstein,53,Non-binary,2023,450
Anthony Edwards,Gambia,18,Female,2019,390
Andrea Garcia,American Samoa,18,Female,2011,168
Heather Simmons,Afghanistan,21,Female,2016,479
Holly King,Monaco,44,Non-binary,2012,444
Damon Miles,Korea,33,Male,2015,336
David Mcdonald,Marshall Islands,54,Male,2019,267
Maria Butler,Cook Islands,49,Female,2013,298
Katie Ortiz,Sudan,49,Male,2017,139
Melissa White,Uruguay,25,Male,2018,257
Karen Peterson,Uruguay,24,Male,2019,143
Brenda Scott,Ecuador,18,Male,2020,95
Joshua Jones,Burkina Faso,38,Male,2023,498
Daniel Martin,Canada,56,Female,2018,409
Matthew Spencer,Kiribati,31,Non-binary,2021,368
Bryan Decker,Burundi,24,Female,2012,351
Jennifer Sharp,Taiwan,61,Female,2020,20
Erica Sanchez,Croatia,29,Male,2014,324
Sally Baker,Sao Tome and Principe,25,Female,2017,333
Donna Herrera,Grenada,17,Female,2021,490
Michael Rogers,Norfolk Island,59,Female,2013,331
Matthew Miles,Congo,29,Female,2014,362
Ashley Hernandez,Lebanon,50,Female,2019,256
Christy Williams,Indonesia,40,Non-binary,2021,367
Walter Burke,Dominican Republic,63,Female,2020,34
Eric Garcia,Austria,58,Non-binary,2012,202
Andrew Bennett,Central African Republic,28,Female,2020,275
Melissa Wallace,Jordan,57,Non-binary,2014,439
Yolanda White,Djibouti,38,Non-binary,2014,239
Douglas Miller,Philippines,40,Female,2011,2
Emily Walker,Trinidad and Tobago,32,Female,2014,468
Jeffrey Dennis,Zambia,22,Male,2012,99
Krista Harrington,Uzbekistan,52,Female,2017,27
Melissa Garcia,Netherlands Antilles,40,Non-binary,2011,414
James Martinez,Iran,56,Female,2020,62
David Young,Sao Tome and Principe,37,Non-binary,2022,313
Jack Miller,Gibraltar,35,Non-binary,2010,340
Stephen Sparks,Wallis and Futuna,17,Male,2013,229
Michelle Ramirez,Iraq,64,Non-binary,2015,91
Alexis Juarez,Ireland,13,Female,2013,349
Steven Morse,Argentina,41,Male,2020,276
Anita Roth,New Caledonia,24,Male,2012,218
Antonio Allen,Iceland,62,Female,2022,440
Joseph Owen,Holy See (Vatican City State),55,Female,2023,429
Christine Yang,Niue,14,Non-binary,2015,152
Jennifer Rogers,Bermuda,15,Male,2011,496
Jennifer Lewis,Mauritius,15,Female,2021,10
Emily Nelson,Jamaica,31,Female,2016,469
Samuel Gates,Vietnam,64,Non-binary,2014,438
Eric Myers,Tuvalu,25,Male,2015,77
Henry Newton,Moldova,30,Non-binary,2023,211
Jasmine Colon,Central African Republic,37,Male,2013,304
Amanda Bauer MD,Bangladesh,22,Female,2011,443
Nicole Campbell,Mauritius,28,Male,2017,229
Kathryn Brady,Honduras,22,Non-binary,2019,255
Michael Ray,Kazakhstan,24,Male,2017,66
Darrell Burns,Argentina,32,Male,2020,360
Andrew Richardson,Venezuela,20,Male,2021,289
Erin Fernandez,Montserrat,34,Female,2013,313
Angela Johnson,Togo,22,Female,2016,89
James Henson,Romania,16,Male,2020,22
Sarah Anderson,Burkina Faso,20,Male,2022,374
Julia Castillo,Faroe Islands,58,Female,2014,320
Taylor Elliott,Sweden,61,Male,2017,275
Mark Gallagher,British Indian Ocean Territory (Chagos Archipelago),13,Non-binary,2012,463
Judy Perkins,Sudan,61,Female,2013,41
Lisa Walker,Gabon,61,Female,2013,242
Gary Williams,Australia,61,Male,2011,412
Kaitlyn Howard,Ethiopia,54,Non-binary,2023,461
Tamara Peterson,Reunion,21,Female,2010,168
Amanda Stewart,Guatemala,19,Male,2010,184
Cassandra Huber,Portugal,49,Non-binary,2010,83
Tracy Barker,France,35,Female,2021,394
Michael Morales,Faroe Islands,40,Male,2010,12
Aaron Leonard,Guyana,63,Non-binary,2023,417
Tracey Lee,Cote d'Ivoire,34,Non-binary,2023,246
Kathryn Smith,Liechtenstein,37,Female,2013,195
Gregory Green,Latvia,18,Female,2021,328
Candace Green,Latvia,20,Male,2013,108
Gerald Mann,Cote d'Ivoire,34,Female,2019,340
Michelle Jones,Kenya,47,Male,2015,422
Dana Sellers,Nepal,44,Male,2018,304
Elizabeth Andersen,Korea,29,Male,2023,162
Kristin Gonzales,Libyan Arab Jamahiriya,52,Female,2019,73
Kimberly James,Ireland,19,Male,2016,291
Shawn Smith,Comoros,21,Female,2014,198
Daniel Jenkins,Uruguay,58,Female,2015,334
Michelle Martin,Cameroon,25,Non-binary,2011,65
Michael Williams,Kyrgyz Republic,42,Female,2014,388
Joshua Castillo,Taiwan,46,Female,2018,311
Hannah Duke,Cote d'Ivoire,19,Female,2021,55
Megan Reese,Austria,50,Non-binary,2016,347
Rhonda Lewis,Tuvalu,31,Male,2020,22
James Murphy,Senegal,14,Male,2012,101
Ethan Miller,Papua New Guinea,24,Female,2021,167
Maria Dominguez,Serbia,47,Male,2020,266
Derek Owens,Nigeria,52,Non-binary,2013,486
Edward Fowler,Oman,20,Female,2018,433
Joseph Gilbert,Luxembourg,18,Non-binary,2013,350
Gabriel Lee,Puerto Rico,13,Male,2021,417
Brandy Johnson,Norfolk Island,55,Female,2016,190
Richard Miller,Palau,36,Male,2021,333
Tina Espinoza,Latvia,44,Male,2010,25
Angela Adams,Paraguay,50,Male,2019,314
Jonathan Young,Malta,59,Non-binary,2016,383
Edward Cruz,Bhutan,41,Female,2014,360
Jeffrey Jensen,Saint Kitts and Nevis,18,Non-binary,2023,192
Bruce Craig,Germany,17,Male,2011,219
Eric Curtis,Argentina,24,Female,2011,311
Jeffery Clark,Kenya,16,Male,2011,166
Brian Mendoza,Spain,52,Female,2011,495
Gabrielle Avila,Christmas Island,41,Non-binary,2023,450
Jason Mcneil,Italy,47,Non-binary,2014,211
Michelle Donovan,Lao People's Democratic Republic,26,Male,2010,415
Stephen Williams,Sierra Leone,37,Male,2017,220
Jacob Jackson,Georgia,20,Non-binary,2015,195
Diana King,Bahamas,58,Non-binary,2018,205
Angel Henderson,Saudi Arabia,53,Non-binary,2014,469
Tanner Holloway,Sierra Leone,49,Non-binary,2015,93
Michael Rodriguez,Ghana,62,Male,2014,400
Christopher Vazquez,Christmas Island,60,Male,2023,454
Todd Smith,El Salvador,57,Non-binary,2014,385
Lori Joseph,Western Sahara,63,Non-binary,2011,218
Madeline Williams,Tunisia,43,Female,2023,445
Mitchell Garcia,Canada,25,Non-binary,2016,298
Grant Henderson,Switzerland,43,Female,2023,263
Dr. Derek Wade II,Reunion,15,Male,2017,52
Deanna Stewart,Nepal,42,Female,2016,265
Jeffrey Newman,United Arab Emirates,52,Male,2019,185
Robert White,Iceland,61,Non-binary,2014,299
Harry Hansen,Uzbekistan,26,Male,2010,379
James Daniels,Dominica,38,Male,2017,489
Andrew Wilkerson,Sri Lanka,13,Male,2018,189
Samantha Thomas,Guam,63,Non-binary,2016,369
Alex Butler,Niue,26,Non-binary,2017,61
Elizabeth Moss,Cameroon,57,Male,2022,322
Angel Stein,Grenada,43,Female,2017,436
Jeffrey Hale,Nepal,17,Non-binary,2016,111
Jamie Smith,Gibraltar,30,Non-binary,2023,458
Ashley Moore,Svalbard & Jan Mayen Islands,15,Male,2014,308
Ashley Franklin,Switzerland,63,Non-binary,2015,384
Kelly Stephenson,Netherlands Antilles,29,Non-binary,2010,456
Brad Scott,Mongolia,38,Female,2013,21
Scott Mack,New Zealand,32,Male,2020,268
Tiffany Ramirez,Suriname,36,Non-binary,2014,247
Elaine Figueroa,United States Virgin Islands,55,Female,2013,443
Omar Ewing,Colombia,23,Male,2010,102
Douglas Miranda,Gambia,55,Non-binary,2020,435
Mary Mitchell,Lesotho,39,Female,2023,202
Courtney Davis MD,Slovenia,58,Male,2022,479
Kevin Moran,North Macedonia,46,Male,2023,299
Marissa Joseph,Australia,20,Male,2014,259
Paul Howard,Tokelau,23,Non-binary,2022,301
Nathan Thomas,Cook Islands,55,Non-binary,2023,129
Emily Terry,Sudan,51,Non-binary,2013,167
Edward Peters,Guinea,23,Non-binary,2014,276
Michael Hopkins,Seychelles,22,Non-binary,2014,371
Ronald Underwood,Ghana,17,Non-binary,2016,258
Lisa Hayes,Chad,52,Non-binary,2012,270
Aaron Thomas,Andorra,15,Male,2020,64
Jeffrey Dunn,Congo,24,Male,2015,480
Terry Allen,Martinique,49,Non-binary,2012,270
Jasmine Burke,Yemen,60,Male,2012,288
Catherine Sexton,San Marino,47,Male,2014,114
Amy Mclaughlin,Reunion,21,Female,2014,465
Kyle Sellers,Poland,58,Non-binary,2015,454
Nancy Grant,Antigua and Barbuda,40,Female,2019,255
Manuel Hopkins,Madagascar,14,Male,2019,369
Tyler Smith,Zimbabwe,44,Male,2023,492
Lauren Juarez,Antigua and Barbuda,43,Non-binary,2011,430
Brandon Lewis,Honduras,25,Male,2020,318
